READ SERR 1
@_compps_qdp_tmp.pco
!
0.664518654 3.82523471E-3 7.09523192E-7
0.672213435 3.86952888E-3 6.87268823E-7
0.679997325 3.91433574E-3 6.65442428E-7
0.687871337 3.95966182E-3 6.44055945E-7
0.695836484 4.00551269E-3 6.23120229E-7
0.7038939 4.05189442E-3 6.02645287E-7
0.712044597 4.09881305E-3 5.82639814E-7
0.720289707 4.14627511E-3 5.63111655E-7
0.728630245 4.19428665E-3 5.44067291E-7
0.737067401 4.24285419E-3 5.25512462E-7
0.74560225 4.29198379E-3 5.07451603E-7
0.754235864 4.34168288E-3 4.8988818E-7
0.762969553 4.39195707E-3 4.72824524E-7
0.771804333 4.44281381E-3 4.56262001E-7
0.780741394 4.49425913E-3 4.40200949E-7
0.789781928 4.54630004E-3 4.2464066E-7
0.798927188 4.59894352E-3 4.09579485E-7
0.808178306 4.65219701E-3 3.95014894E-7
0.817536592 4.70606703E-3 3.80943277E-7
0.827003181 4.76056058E-3 3.67359803E-7
0.836579442 4.8156851E-3 3.54258589E-7
0.846266568 4.8714485E-3 3.41633182E-7
0.856065869 4.92785685E-3 3.29476478E-7
0.865978658 4.98491898E-3 3.17780717E-7
0.876006246 5.04264142E-3 3.06537629E-7
0.886149883 5.10103256E-3 2.95738374E-7
0.896411061 5.16009983E-3 2.85373687E-7
0.906790972 5.21985069E-3 2.7543382E-7
0.917291105 5.28029399E-3 2.65908596E-7
0.927912891 5.34143671E-3 2.56787501E-7
0.938657582 5.40328771E-3 2.48059706E-7
0.949526727 5.46585489E-3 2.39714154E-7
0.960521758 5.52914664E-3 2.31739435E-7
0.971644044 5.59317088E-3 2.24124079E-7
0.982895136 5.65793691E-3 2.16856421E-7
0.994276524 5.72345266E-3 2.09924679E-7
1.00578976 5.78972697E-3 2.03317015E-7
1.01743627 5.85676916E-3 1.97021606E-7
1.0292176 5.92458714E-3 1.91026558E-7
1.04113531 5.99319069E-3 1.85319578E-7
1.05319118 6.06258865E-3 1.7988836E-7
1.06538653 6.13278989E-3 1.74720796E-7
1.07772315 6.20380417E-3 1.69804977E-7
1.09020257 6.27564127E-3 1.65129237E-7
1.10282648 6.34830957E-3 1.60682148E-7
1.11559665 6.42181933E-3 1.56452558E-7
1.12851465 6.49618078E-3 1.52429635E-7
1.14158225 6.57140277E-3 1.48602808E-7
1.15480113 6.64749602E-3 1.44961845E-7
1.16817307 6.72447076E-3 1.41496855E-7
1.18169987 6.80233631E-3 1.38198246E-7
1.19538331 6.88110339E-3 1.35056837E-7
1.20922518 6.96078315E-3 1.32063732E-7
1.22322738 7.04138493E-3 1.2921042E-7
1.23739171 7.12292036E-3 1.26488771E-7
1.25172007 7.20540015E-3 1.23890985E-7
1.26621425 7.28883455E-3 1.21409641E-7
1.28087628 7.37323519E-3 1.19037651E-7
1.29570818 7.45861325E-3 1.16768284E-7
1.31071174 7.54497992E-3 1.14594982E-7
1.32588911 7.63234682E-3 1.12511501E-7
1.34124219 7.72072515E-3 1.10511934E-7
1.35677302 7.81012699E-3 1.08590726E-7
